cluster,lat,lon,canal,codigo,transacciones,departamento,provincia,distrito,n_puntos,codigos_agrupados,transacciones_agrupadas,diagnostico
299,-8.3669652,-74.56886420000001,agente,NEW_AGENTE_00299,430.0,UCAYALI,CORONEL PORTILLO,YARINACOCHA,5,BV00017265|BV00016724|BV00017111|BV00007084|BV00016734,29.0|74.0|94.5|104.5|128.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=430 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017265, BV00016724, BV00017111, BV00007084, BV00016734."", ""Insertar 1 punto consolidado en el centroide (lat=-8.366965, lon=-74.568864).""]"
300,-6.541945,-80.01403379999999,agente,NEW_AGENTE_00300,1188.0,LAMBAYEQUE,LAMBAYEQUE,MORROPE,5,BV00017591|BV00017618|BV00013898|BV00010134|BV00002338,29.0|38.5|299.5|348.0|473.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,188 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017591, BV00017618, BV00013898, BV00010134, BV00002338."", ""Insertar 1 punto consolidado en el centroide (lat=-6.541945, lon=-80.014034).""]"
301,-11.9536418,-76.99787179999998,agente,NEW_AGENTE_00301,928.5,LIMA,LIMA,SAN JUAN DE LURIGANCHO,5,BV00017678|BV00012907|BV00005860|BV00016835|BV00013704,29.0|83.5|187.0|260.5|368.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=928 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017678, BV00012907, BV00005860, BV00016835, BV00013704."", ""Insertar 1 punto consolidado en el centroide (lat=-11.953642, lon=-76.997872).""]"
302,-5.9419524,-77.3075864,agente,NEW_AGENTE_00302,306.5,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,5,BV00012757|BV00013725|BV00013293|BV00016708|BV00010304,29.5|43.0|48.0|50.0|136.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=306 ≤ 2,000)."", ""Retirar/absorber códigos: BV00012757, BV00013725, BV00013293, BV00016708, BV00010304."", ""Insertar 1 punto consolidado en el centroide (lat=-5.941952, lon=-77.307586).""]"
303,-12.071479199999999,-75.213249,agente,NEW_AGENTE_00303,420.5,JUNIN,HUANCAYO,HUANCAYO,5,BV00014657|BV00009895|BV00011388|BV00016661|BV00016095,29.5|66.5|80.5|115.5|128.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=420 ≤ 2,000)."", ""Retirar/absorber códigos: BV00014657, BV00009895, BV00011388, BV00016661, BV00016095."", ""Insertar 1 punto consolidado en el centroide (lat=-12.071479, lon=-75.213249).""]"
304,-12.0614326,-77.0113878,agente,NEW_AGENTE_00304,314.0,LIMA,LIMA,LA VICTORIA,5,BV00015463|BV00016618|BV00014471|BV00014005|BV00014452,30.0|60.0|66.0|74.5|83.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=314 ≤ 2,000)."", ""Retirar/absorber códigos: BV00015463, BV00016618, BV00014471, BV00014005, BV00014452."", ""Insertar 1 punto consolidado en el centroide (lat=-12.061433, lon=-77.011388).""]"
305,-11.5446626,-75.9320756,agente,NEW_AGENTE_00305,1007.0,JUNIN,YAULI,SANTA ROSA DE SACCO,5,BV00014388|BV00017103|BV00005700|BV00009230|BV00011676,30.0|72.0|134.0|273.0|498.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,007 ≤ 2,000)."", ""Retirar/absorber códigos: BV00014388, BV00017103, BV00005700, BV00009230, BV00011676."", ""Insertar 1 punto consolidado en el centroide (lat=-11.544663, lon=-75.932076).""]"
306,-15.4868226,-70.13077700000001,agente,NEW_AGENTE_00306,324.5,PUNO,SAN ROMAN,JULIACA,5,BV00014241|BV00014235|BV00015750|BV00016440|BV00016209,30.5|55.5|74.5|75.5|88.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=324 ≤ 2,000)."", ""Retirar/absorber códigos: BV00014241, BV00014235, BV00015750, BV00016440, BV00016209."", ""Insertar 1 punto consolidado en el centroide (lat=-15.486823, lon=-70.130777).""]"
307,-7.8458033333333335,-79.14710733333334,agente,NEW_AGENTE_00307,508.5,LA LIBERTAD,ASCOPE,CHICAMA,3,BV00005306|BV00017594|BV00005917,30.5|101.5|376.5,"[""Consolidar 3 puntos de canal 'agente' por baja transaccionalidad (total=508 ≤ 2,000)."", ""Retirar/absorber códigos: BV00005306, BV00017594, BV00005917."", ""Insertar 1 punto consolidado en el centroide (lat=-7.845803, lon=-79.147107).""]"
308,-12.0283212,-77.0530672,agente,NEW_AGENTE_00308,300.5,LIMA,LIMA,SAN MARTIN DE PORRES,5,BV00006245|BV00005064|BV00010000|BV00017134|BV00004310,30.5|53.5|67.5|69.0|80.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=300 ≤ 2,000)."", ""Retirar/absorber códigos: BV00006245, BV00005064, BV00010000, BV00017134, BV00004310."", ""Insertar 1 punto consolidado en el centroide (lat=-12.028321, lon=-77.053067).""]"
309,-8.075076800000001,-79.030589,agente,NEW_AGENTE_00309,658.0,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,5,BV00015335|BV00011534|BV00011705|BV00015833|BV00016988,31.0|54.0|170.5|194.5|208.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=658 ≤ 2,000)."", ""Retirar/absorber códigos: BV00015335, BV00011534, BV00011705, BV00015833, BV00016988."", ""Insertar 1 punto consolidado en el centroide (lat=-8.075077, lon=-79.030589).""]"
310,-7.48324825,-76.6504615,agente,NEW_AGENTE_00310,1296.0,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,4,BV00016320|BV00014619|BV00012403|BV00012191,32.0|280.0|476.5|507.5,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=1,296 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016320, BV00014619, BV00012403, BV00012191."", ""Insertar 1 punto consolidado en el centroide (lat=-7.483248, lon=-76.650462).""]"
311,-11.98022925,-76.897152,agente,NEW_AGENTE_00311,1653.0,LIMA,LIMA,LURIGANCHO,4,BV00013492|BV00009107|BV00007997|BV00010644,32.0|144.5|700.5|776.0,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=1,653 ≤ 2,000)."", ""Retirar/absorber códigos: BV00013492, BV00009107, BV00007997, BV00010644."", ""Insertar 1 punto consolidado en el centroide (lat=-11.980229, lon=-76.897152).""]"
312,-11.9407645,-77.116514,agente,NEW_AGENTE_00312,360.5,CALLAO,CALLAO,VENTANILLA,2,BV00017041|BV00016605,32.0|328.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=360 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017041, BV00016605."", ""Insertar 1 punto consolidado en el centroide (lat=-11.940765, lon=-77.116514).""]"
313,-16.492071999999997,-72.09262333333334,agente,NEW_AGENTE_00313,1146.0,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,3,BV00012009|BV00017330|BV00008765,32.5|87.5|1026.0,"[""Consolidar 3 puntos de canal 'agente' por baja transaccionalidad (total=1,146 ≤ 2,000)."", ""Retirar/absorber códigos: BV00012009, BV00017330, BV00008765."", ""Insertar 1 punto consolidado en el centroide (lat=-16.492072, lon=-72.092623).""]"
314,-11.733908999999999,-77.14494566666666,agente,NEW_AGENTE_00314,517.5,LIMA,LIMA,ANCON,3,BV00012922|BV00013380|BV00005299,32.5|81.0|404.0,"[""Consolidar 3 puntos de canal 'agente' por baja transaccionalidad (total=518 ≤ 2,000)."", ""Retirar/absorber códigos: BV00012922, BV00013380, BV00005299."", ""Insertar 1 punto consolidado en el centroide (lat=-11.733909, lon=-77.144946).""]"
315,-11.898819600000001,-77.0440978,agente,NEW_AGENTE_00315,418.5,LIMA,LIMA,COMAS,5,BV00009456|BV00014435|BV00017351|BV00017325|BV00012447,32.5|53.0|59.5|118.5|155.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=418 ≤ 2,000)."", ""Retirar/absorber códigos: BV00009456, BV00014435, BV00017351, BV00017325, BV00012447."", ""Insertar 1 punto consolidado en el centroide (lat=-11.898820, lon=-77.044098).""]"
316,-5.266611999999999,-80.67486699999999,agente,NEW_AGENTE_00316,1457.0,PIURA,PIURA,CATACAOS,5,BV00011698|BV00003716|BV00015694|BV00000606|BV00001375,32.5|142.0|320.5|382.0|580.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,457 ≤ 2,000)."", ""Retirar/absorber códigos: BV00011698, BV00003716, BV00015694, BV00000606, BV00001375."", ""Insertar 1 punto consolidado en el centroide (lat=-5.266612, lon=-80.674867).""]"
317,-7.254172799999999,-79.1309408,agente,NEW_AGENTE_00317,1120.0,CAJAMARCA,CONTUMAZA,YONAN,5,BV00017542|BV00014057|BV00016012|BV00010556|BV00000533,32.5|118.5|142.5|344.5|482.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,120 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017542, BV00014057, BV00016012, BV00010556, BV00000533."", ""Insertar 1 punto consolidado en el centroide (lat=-7.254173, lon=-79.130941).""]"
318,-12.077416,-77.08077360000001,agente,NEW_AGENTE_00318,629.5,LIMA,LIMA,SAN MIGUEL,5,BV00005068|BV00013977|BV00011108|BV00002347|BV00012644,33.0|107.5|131.5|167.5|190.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=630 ≤ 2,000)."", ""Retirar/absorber códigos: BV00005068, BV00013977, BV00011108, BV00002347, BV00012644."", ""Insertar 1 punto consolidado en el centroide (lat=-12.077416, lon=-77.080774).""]"
319,-7.479901199999999,-78.8193772,agente,NEW_AGENTE_00319,1818.0,LA LIBERTAD,GRAN CHIMU,CASCAS,5,BV00013635|BV00015243|BV00006410|BV00016583|BV00006706,33.0|193.0|342.0|381.5|868.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,818 ≤ 2,000)."", ""Retirar/absorber códigos: BV00013635, BV00015243, BV00006410, BV00016583, BV00006706."", ""Insertar 1 punto consolidado en el centroide (lat=-7.479901, lon=-78.819377).""]"
320,-12.2340652,-76.9387452,agente,NEW_AGENTE_00320,583.5,LIMA,LIMA,VILLA EL SALVADOR,5,BV00012857|BV00008741|BV00017489|BV00009672|BV00014065,33.0|78.0|149.0|155.0|168.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=584 ≤ 2,000)."", ""Retirar/absorber códigos: BV00012857, BV00008741, BV00017489, BV00009672, BV00014065."", ""Insertar 1 punto consolidado en el centroide (lat=-12.234065, lon=-76.938745).""]"
321,-6.252502333333333,-76.032707,agente,NEW_AGENTE_00321,1502.0,SAN MARTIN,LAMAS,BARRANQUITA,3,BV00013756|BV00013291|BV00013119,33.5|720.0|748.5,"[""Consolidar 3 puntos de canal 'agente' por baja transaccionalidad (total=1,502 ≤ 2,000)."", ""Retirar/absorber códigos: BV00013756, BV00013291, BV00013119."", ""Insertar 1 punto consolidado en el centroide (lat=-6.252502, lon=-76.032707).""]"
322,-12.105218,-76.9402724,agente,NEW_AGENTE_00322,653.5,LIMA,LIMA,LA MOLINA,5,BV00007505|BV00001208|BV00017253|BV00014342|BV00005032,34.5|48.0|101.0|191.0|279.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=654 ≤ 2,000)."", ""Retirar/absorber códigos: BV00007505, BV00001208, BV00017253, BV00014342, BV00005032."", ""Insertar 1 punto consolidado en el centroide (lat=-12.105218, lon=-76.940272).""]"
323,-12.162769,-76.9652592,agente,NEW_AGENTE_00323,316.0,LIMA,LIMA,SAN JUAN DE MIRAFLORES,5,BV00006244|BV00017500|BV00006239|BV00017663|BV00014780,34.5|55.5|64.0|76.0|86.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=316 ≤ 2,000)."", ""Retirar/absorber códigos: BV00006244, BV00017500, BV00006239, BV00017663, BV00014780."", ""Insertar 1 punto consolidado en el centroide (lat=-12.162769, lon=-76.965259).""]"
324,-11.8299106,-77.04782399999999,agente,NEW_AGENTE_00324,515.0,LIMA,LIMA,CARABAYLLO,5,BV00015349|BV00016575|BV00007690|BV00016190|BV00005765,34.5|77.0|99.5|113.5|190.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=515 ≤ 2,000)."", ""Retirar/absorber códigos: BV00015349, BV00016575, BV00007690, BV00016190, BV00005765."", ""Insertar 1 punto consolidado en el centroide (lat=-11.829911, lon=-77.047824).""]"
325,-6.4920924,-76.3531854,agente,NEW_AGENTE_00325,675.0,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,5,BV00015619|BV00014580|BV00017634|BV00016792|BV00012197,35.0|48.0|58.0|177.0|357.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=675 ≤ 2,000)."", ""Retirar/absorber códigos: BV00015619, BV00014580, BV00017634, BV00016792, BV00012197."", ""Insertar 1 punto consolidado en el centroide (lat=-6.492092, lon=-76.353185).""]"
326,-6.8636436000000005,-79.817796,agente,NEW_AGENTE_00326,1416.5,LAMBAYEQUE,CHICLAYO,REQUE,5,BV00017427|BV00017593|BV00017435|BV00011917|BV00006391,35.0|50.0|65.0|458.0|808.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,416 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017427, BV00017593, BV00017435, BV00011917, BV00006391."", ""Insertar 1 punto consolidado en el centroide (lat=-6.863644, lon=-79.817796).""]"
327,-12.0721758,-77.0039948,agente,NEW_AGENTE_00327,644.5,LIMA,LIMA,SAN LUIS,5,BV00008257|BV00017228|BV00012106|BV00004283|BV00008451,36.0|113.0|150.0|163.5|182.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=644 ≤ 2,000)."", ""Retirar/absorber códigos: BV00008257, BV00017228, BV00012106, BV00004283, BV00008451."", ""Insertar 1 punto consolidado en el centroide (lat=-12.072176, lon=-77.003995).""]"
328,-12.113056799999999,-76.8747672,agente,NEW_AGENTE_00328,867.0,LIMA,LIMA,PACHACAMAC,5,BV00015779|BV00015633|BV00012653|BV00007620|BV00008097,36.0|65.0|75.0|318.5|372.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=867 ≤ 2,000)."", ""Retirar/absorber códigos: BV00015779, BV00015633, BV00012653, BV00007620, BV00008097."", ""Insertar 1 punto consolidado en el centroide (lat=-12.113057, lon=-76.874767).""]"
329,-11.66678375,-76.085867,agente,NEW_AGENTE_00329,866.0,JUNIN,YAULI,YAULI,4,BV00013168|BV00011898|BV00004880|BV00014797,36.5|44.5|261.0|524.0,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=866 ≤ 2,000)."", ""Retirar/absorber códigos: BV00013168, BV00011898, BV00004880, BV00014797."", ""Insertar 1 punto consolidado en el centroide (lat=-11.666784, lon=-76.085867).""]"
330,-10.686015249999999,-76.256195,agente,NEW_AGENTE_00330,1456.0,PASCO,PASCO,CHAUPIMARCA,4,BV00017248|BV00010398|BV00006008|BV00009394,36.5|370.0|484.5|565.0,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=1,456 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017248, BV00010398, BV00006008, BV00009394."", ""Insertar 1 punto consolidado en el centroide (lat=-10.686015, lon=-76.256195).""]"
331,-12.082919399999998,-77.0602198,agente,NEW_AGENTE_00331,801.5,LIMA,LIMA,JESUS MARIA,5,BV00009181|BV00017397|BV00007493|BV00000489|BV00003487,37.0|120.5|207.0|210.5|226.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=802 ≤ 2,000)."", ""Retirar/absorber códigos: BV00009181, BV00017397, BV00007493, BV00000489, BV00003487."", ""Insertar 1 punto consolidado en el centroide (lat=-12.082919, lon=-77.060220).""]"
332,-15.200875,-69.7652585,agente,NEW_AGENTE_00332,852.0,PUNO,HUANCANE,HUANCANE,2,BV00011049|BV00012763,37.0|815.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=852 ≤ 2,000)."", ""Retirar/absorber códigos: BV00011049, BV00012763."", ""Insertar 1 punto consolidado en el centroide (lat=-15.200875, lon=-69.765259).""]"
333,-7.0251872,-76.4671024,agente,NEW_AGENTE_00333,1390.0,SAN MARTIN,BELLAVISTA,SAN RAFAEL,5,BV00017294|BV00013409|BV00015997|BV00013294|BV00013724,37.0|147.5|197.5|458.5|549.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,390 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017294, BV00013409, BV00015997, BV00013294, BV00013724."", ""Insertar 1 punto consolidado en el centroide (lat=-7.025187, lon=-76.467102).""]"
334,-6.635785333333334,-79.39346499999999,agente,NEW_AGENTE_00334,1825.5,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,3,BV00017651|BV00013273|BV00012236,37.0|151.0|1637.5,"[""Consolidar 3 puntos de canal 'agente' por baja transaccionalidad (total=1,826 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017651, BV00013273, BV00012236."", ""Insertar 1 punto consolidado en el centroide (lat=-6.635785, lon=-79.393465).""]"
335,-12.0484458,-75.22978140000001,agente,NEW_AGENTE_00335,508.5,JUNIN,HUANCAYO,EL TAMBO,5,BV00016784|BV00015030|BV00010098|BV00010565|BV00016371,37.5|87.5|112.0|134.0|137.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=508 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016784, BV00015030, BV00010098, BV00010565, BV00016371."", ""Insertar 1 punto consolidado en el centroide (lat=-12.048446, lon=-75.229781).""]"
336,-5.7617625,-78.42838499999999,agente,NEW_AGENTE_00336,850.5,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,2,BV00014899|BV00005534,37.5|813.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=850 ≤ 2,000)."", ""Retirar/absorber códigos: BV00014899, BV00005534."", ""Insertar 1 punto consolidado en el centroide (lat=-5.761762, lon=-78.428385).""]"
337,-8.021223333333333,-77.47613033333334,agente,NEW_AGENTE_00337,148.0,LA LIBERTAD,PATAZ,PARCOY,3,BV00015352|BV00004617|BV00012343,37.5|47.5|63.0,"[""Consolidar 3 puntos de canal 'agente' por baja transaccionalidad (total=148 ≤ 2,000)."", ""Retirar/absorber códigos: BV00015352, BV00004617, BV00012343."", ""Insertar 1 punto consolidado en el centroide (lat=-8.021223, lon=-77.476130).""]"
338,-3.7262672,-73.2510992,agente,NEW_AGENTE_00338,584.0,LORETO,MAYNAS,PUNCHANA,5,BV00017682|BV00016233|BV00012755|BV00014568|BV00012326,37.5|50.0|60.5|214.0|222.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=584 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017682, BV00016233, BV00012755, BV00014568, BV00012326."", ""Insertar 1 punto consolidado en el centroide (lat=-3.726267, lon=-73.251099).""]"
339,-9.6736,-75.461815,agente,NEW_AGENTE_00339,76.0,HUANUCO,PUERTO INCA,CODO DEL POZUZO,2,BV00017645|BV00017646,37.5|38.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=76 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017645, BV00017646."", ""Insertar 1 punto consolidado en el centroide (lat=-9.673600, lon=-75.461815).""]"
340,-12.3237015,-73.94092850000001,agente,NEW_AGENTE_00340,144.0,CUSCO,LA CONVENCION,UNION ASHANINKA,2,BV00015570|BV00012975,38.0|106.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=144 ≤ 2,000)."", ""Retirar/absorber códigos: BV00015570, BV00012975."", ""Insertar 1 punto consolidado en el centroide (lat=-12.323702, lon=-73.940929).""]"
341,-6.3959025,-77.48184599999999,agente,NEW_AGENTE_00341,195.5,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,2,BV00017514|BV00014532,38.0|157.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=196 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017514, BV00014532."", ""Insertar 1 punto consolidado en el centroide (lat=-6.395903, lon=-77.481846).""]"
342,-12.0118452,-76.9040246,agente,NEW_AGENTE_00342,810.0,LIMA,LIMA,LURIGANCHO,5,BV00017570|BV00010060|BV00017374|BV00005308|BV00017167,38.0|88.0|180.0|251.0|253.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=810 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017570, BV00010060, BV00017374, BV00005308, BV00017167."", ""Insertar 1 punto consolidado en el centroide (lat=-12.011845, lon=-76.904025).""]"
343,-17.995780500000002,-70.220695,agente,NEW_AGENTE_00343,826.5,TACNA,TACNA,POCOLLAY,2,BV00017632|BV00009241,38.5|788.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=826 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017632, BV00009241."", ""Insertar 1 punto consolidado en el centroide (lat=-17.995781, lon=-70.220695).""]"
344,-13.158176400000002,-74.2248326,agente,NEW_AGENTE_00344,369.5,AYACUCHO,HUAMANGA,AYACUCHO,5,BV00016454|BV00011778|BV00015767|BV00016005|BV00011832,39.0|48.5|92.0|93.5|96.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=370 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016454, BV00011778, BV00015767, BV00016005, BV00011832."", ""Insertar 1 punto consolidado en el centroide (lat=-13.158176, lon=-74.224833).""]"
345,-5.7071162,-78.8088694,agente,NEW_AGENTE_00345,394.5,CAJAMARCA,JAEN,JAEN,5,BV00017685|BV00014694|BV00000592|BV00012811|BV00016907,39.0|60.5|68.0|105.0|122.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=394 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017685, BV00014694, BV00000592, BV00012811, BV00016907."", ""Insertar 1 punto consolidado en el centroide (lat=-5.707116, lon=-78.808869).""]"
346,-14.8915696,-71.2105574,agente,NEW_AGENTE_00346,1875.5,CUSCO,ESPINAR,PALLPATA,5,BV00016919|BV00013188|BV00014236|BV00016991|BV00013753,39.5|376.0|398.0|457.0|605.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,876 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016919, BV00013188, BV00014236, BV00016991, BV00013753."", ""Insertar 1 punto consolidado en el centroide (lat=-14.891570, lon=-71.210557).""]"
347,-6.837118,-79.935422,agente,NEW_AGENTE_00347,684.0,LAMBAYEQUE,CHICLAYO,PIMENTEL,2,BV00008075|BV00006444,39.5|644.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=684 ≤ 2,000)."", ""Retirar/absorber códigos: BV00008075, BV00006444."", ""Insertar 1 punto consolidado en el centroide (lat=-6.837118, lon=-79.935422).""]"
